"","RegionID","postal_code","City","State","Metro","CountyName","SizeRank","time","rentprice","month","year","YearMonth","imp"
"30341.2010-11",71059,"30341","Chamblee","GA","Atlanta","Dekalb",2533,2010-11-01,1255,11,"2010",Nov 2010,0
"33169.2010-11",72472,"33169","Miami Gardens","FL","Miami-Fort Lauderdale","Miami-Dade",2534,2010-11-01,1493,11,"2010",Nov 2010,0
"95401.2010-11",98168,"95401","Santa Rosa","CA","Santa Rosa","Sonoma",2535,2010-11-01,1569,11,"2010",Nov 2010,0
"60107.2010-11",84361,"60107","Streamwood","IL","Chicago","Cook",2536,2010-11-01,1473,11,"2010",Nov 2010,0
"28031.2010-11",69673,"28031","Cornelius","NC","Charlotte","Mecklenburg",2537,2010-11-01,1247,11,"2010",Nov 2010,0
"35209.2010-11",73379,"35209","Homewood","AL","Birmingham","Jefferson",2538,2010-11-01,1362,11,"2010",Nov 2010,0
"20817.2010-11",66648,"20817","Bethesda","MD","Washington","Montgomery",2539,2010-11-01,3582,11,"2010",Nov 2010,0
"33162.2010-11",72465,"33162","North Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",2540,2010-11-01,1397,11,"2010",Nov 2010,0
"35601.2010-11",73535,"35601","Decatur","AL","Decatur","Morgan",2541,2010-11-01,NA,11,"2010",Nov 2010,0
"14086.2010-11",63411,"14086","Lancaster","NY","Buffalo","Erie",2542,2010-11-01,1459,11,"2010",Nov 2010,0
"03038.2010-11",59003,"03038","Derry","NH","Boston","Rockingham",2543,2010-11-01,1524,11,"2010",Nov 2010,0
"80027.2010-11",93216,"80027","Louisville","CO","Boulder","Boulder",2544,2010-11-01,1941,11,"2010",Nov 2010,0
"78723.2010-11",92634,"78723","Austin","TX","Austin","Travis",2545,2010-11-01,1215,11,"2010",Nov 2010,0
"23059.2010-11",67504,"23059","Glen Allen","VA","Richmond","Henrico",2546,2010-11-01,1691,11,"2010",Nov 2010,0
"23832.2010-11",67820,"23832","Chesterfield","VA","Richmond","Chesterfield",2547,2010-11-01,1282,11,"2010",Nov 2010,0
"39120.2010-11",75159,"39120","Natchez","MS","Natchez","Adams",2548,2010-11-01,NA,11,"2010",Nov 2010,0
"64068.2010-11",86315,"64068","Liberty","MO","Kansas City","Clay",2549,2010-11-01,988,11,"2010",Nov 2010,0
"33905.2010-11",72898,"33905","Fort Myers","FL","Fort Myers","Lee",2550,2010-11-01,941,11,"2010",Nov 2010,0
"19152.2010-11",65819,"19152","Philadelphia","PA","Philadelphia","Philadelphia",2551,2010-11-01,1259,11,"2010",Nov 2010,0
"85741.2010-11",95077,"85741","Tucson","AZ","Tucson","Pima",2552,2010-11-01,1002,11,"2010",Nov 2010,0
"80010.2010-11",93200,"80010","Aurora","CO","Denver","Arapahoe",2553,2010-11-01,1017,11,"2010",Nov 2010,0
"37814.2010-11",74490,"37814","Morristown","TN","Morristown","Hamblen",2554,2010-11-01,880,11,"2010",Nov 2010,0
"47304.2010-11",78523,"47304","Muncie","IN","Muncie","Delaware",2555,2010-11-01,1000,11,"2010",Nov 2010,0
"45150.2010-11",77470,"45150","Milford","OH","Cincinnati","Clermont",2556,2010-11-01,1195,11,"2010",Nov 2010,0
"19083.2010-11",65754,"19083","Havertown","PA","Philadelphia","Delaware",2557,2010-11-01,1768,11,"2010",Nov 2010,0
"46222.2010-11",78037,"46222","Indianapolis","IN","Indianapolis","Marion",2558,2010-11-01,748,11,"2010",Nov 2010,0
"43214.2010-11",76582,"43214","Columbus","OH","Columbus","Franklin",2559,2010-11-01,1321,11,"2010",Nov 2010,0
"72653.2010-11",89683,"72653","Mountain Home","AR","Mountain Home","Baxter",2560,2010-11-01,823,11,"2010",Nov 2010,0
"80503.2010-11",93434,"80503","Longmont","CO","Boulder","Boulder",2561,2010-11-01,1710,11,"2010",Nov 2010,0
"04103.2010-11",59370,"04103","Portland","ME","Portland","Cumberland",2562,2010-11-01,NA,11,"2010",Nov 2010,0
"27614.2010-11",69454,"27614","Raleigh","NC","Raleigh","Wake",2563,2010-11-01,1767,11,"2010",Nov 2010,0
"02904.2010-11",58979,"02904","North Providence","RI","Providence","Providence",2564,2010-11-01,1245,11,"2010",Nov 2010,0
"07740.2010-11",60786,"07740","Long Branch","NJ","New York","Monmouth",2565,2010-11-01,1806,11,"2010",Nov 2010,0
"32258.2010-11",71904,"32258","Jacksonville","FL","Jacksonville","Duval",2566,2010-11-01,1296,11,"2010",Nov 2010,0
"94131.2010-11",97585,"94131","San Francisco","CA","San Francisco","San Francisco",2567,2010-11-01,3349,11,"2010",Nov 2010,0
"55122.2010-11",82123,"55122","Eagan","MN","Minneapolis-St Paul","Dakota",2568,2010-11-01,1382,11,"2010",Nov 2010,0
"48178.2010-11",79038,"48178","South Lyon","MI","Detroit","Oakland",2569,2010-11-01,1691,11,"2010",Nov 2010,0
"92107.2010-11",96649,"92107","San Diego","CA","San Diego","San Diego",2570,2010-11-01,2693,11,"2010",Nov 2010,0
"44133.2010-11",77033,"44133","North Royalton","OH","Cleveland","Cuyahoga",2571,2010-11-01,1370,11,"2010",Nov 2010,0
"20735.2010-11",66589,"20735","Clinton","MD","Washington","Prince Georges",2572,2010-11-01,1826,11,"2010",Nov 2010,0
"80521.2010-11",93445,"80521","Fort Collins","CO","Fort Collins","Larimer",2573,2010-11-01,1251,11,"2010",Nov 2010,0
"55109.2010-11",82110,"55109","Maplewood","MN","Minneapolis-St Paul","Ramsey",2574,2010-11-01,1008,11,"2010",Nov 2010,0
"34684.2010-11",73172,"34684","Palm Harbor","FL","Tampa","Pinellas",2575,2010-11-01,1128,11,"2010",Nov 2010,0
"11756.2010-11",62232,"11756","Levittown","NY","New York","Nassau",2576,2010-11-01,NA,11,"2010",Nov 2010,0
"79416.2010-11",92959,"79416","Lubbock","TX","Lubbock","Lubbock",2577,2010-11-01,1107,11,"2010",Nov 2010,0
"06053.2010-11",60113,"06053","New Britain","CT","Hartford","Hartford",2578,2010-11-01,1279,11,"2010",Nov 2010,0
"11357.2010-11",62069,"11357","New York","NY","New York","Queens",2579,2010-11-01,NA,11,"2010",Nov 2010,0
"97209.2010-11",99123,"97209","Portland","OR","Portland","Multnomah",2580,2010-11-01,1522,11,"2010",Nov 2010,0
"28079.2010-11",69700,"28079","Indian Trail","NC","Charlotte","Union",2581,2010-11-01,1205,11,"2010",Nov 2010,0
"48021.2010-11",78907,"48021","Eastpointe","MI","Detroit","Macomb",2582,2010-11-01,890,11,"2010",Nov 2010,0
"20746.2010-11",66599,"20746","Suitland-Silver Hill","MD","Washington","Prince Georges",2583,2010-11-01,1637,11,"2010",Nov 2010,0
"63130.2010-11",85948,"63130","University City","MO","St. Louis","Saint Louis",2584,2010-11-01,1200,11,"2010",Nov 2010,0
"85339.2010-11",94915,"85339","Phoenix","AZ","Phoenix","Maricopa",2585,2010-11-01,1158,11,"2010",Nov 2010,0
"89178.2010-11",95865,"89178","Las Vegas","NV","Las Vegas","Clark",2586,2010-11-01,1290,11,"2010",Nov 2010,0
"33764.2010-11",72805,"33764","Clearwater","FL","Tampa","Pinellas",2587,2010-11-01,1169,11,"2010",Nov 2010,0
"48071.2010-11",78947,"48071","Madison Heights","MI","Detroit","Oakland",2588,2010-11-01,985,11,"2010",Nov 2010,0
"39532.2010-11",75339,"39532","Biloxi","MS","Gulfport","Harrison",2589,2010-11-01,1081,11,"2010",Nov 2010,0
"20170.2010-11",66260,"20170","Herndon","VA","Washington","Fairfax",2590,2010-11-01,2060,11,"2010",Nov 2010,0
"23321.2010-11",67656,"23321","Chesapeake","VA","Virginia Beach","Chesapeake City",2591,2010-11-01,1535,11,"2010",Nov 2010,0
"30161.2010-11",70931,"30161","Rome","GA","Rome","Floyd",2592,2010-11-01,968,11,"2010",Nov 2010,0
"33071.2010-11",72400,"33071","Coral Springs","FL","Miami-Fort Lauderdale","Broward",2593,2010-11-01,1993,11,"2010",Nov 2010,0
"90620.2010-11",96180,"90620","Buena Park","CA","Los Angeles-Long Beach-Anaheim","Orange",2594,2010-11-01,2183,11,"2010",Nov 2010,0
"95688.2010-11",98379,"95688","Vacaville","CA","Vallejo","Solano",2595,2010-11-01,1778,11,"2010",Nov 2010,0
"46033.2010-11",77919,"46033","Carmel","IN","Indianapolis","Hamilton",2596,2010-11-01,1777,11,"2010",Nov 2010,0
"45215.2010-11",77506,"45215","Reading","OH","Cincinnati","Hamilton",2597,2010-11-01,679,11,"2010",Nov 2010,0
"20783.2010-11",66630,"20783","Chillum","MD","Washington","Prince Georges",2598,2010-11-01,1690,11,"2010",Nov 2010,0
"93555.2010-11",97333,"93555","Ridgecrest","CA","Bakersfield","Kern",2599,2010-11-01,1284,11,"2010",Nov 2010,0
"98926.2010-11",100025,"98926","Ellensburg","WA","Ellensburg","Kittitas",2600,2010-11-01,1301,11,"2010",Nov 2010,0
"85258.2010-11",94850,"85258","Scottsdale","AZ","Phoenix","Maricopa",2601,2010-11-01,2134,11,"2010",Nov 2010,0
"30342.2010-11",71060,"30342","Sandy Springs","GA","Atlanta","Fulton",2602,2010-11-01,2199,11,"2010",Nov 2010,0
"97211.2010-11",99125,"97211","Portland","OR","Portland","Multnomah",2603,2010-11-01,1267,11,"2010",Nov 2010,0
"90068.2010-11",96049,"90068","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2604,2010-11-01,3513,11,"2010",Nov 2010,0
"33801.2010-11",72826,"33801","Lakeland","FL","Lakeland","Polk",2605,2010-11-01,803,11,"2010",Nov 2010,0
"50401.2010-11",80330,"50401","Mason City","IA","Mason City","Cerro Gordo",2606,2010-11-01,NA,11,"2010",Nov 2010,0
"27302.2010-11",69287,"27302","Mebane","NC","Burlington","Alamance",2607,2010-11-01,1110,11,"2010",Nov 2010,0
"78108.2010-11",92255,"78108","Cibolo","TX","San Antonio","Guadalupe",2608,2010-11-01,1314,11,"2010",Nov 2010,0
"72956.2010-11",89835,"72956","Van Buren","AR","Fort Smith","Crawford",2609,2010-11-01,802,11,"2010",Nov 2010,0
"45103.2010-11",77441,"45103","Batavia","OH","Cincinnati","Clermont",2610,2010-11-01,1177,11,"2010",Nov 2010,0
"02816.2010-11",58917,"02816","Coventry","RI","Providence","Kent",2611,2010-11-01,1511,11,"2010",Nov 2010,0
"94014.2010-11",97505,"94014","Daly City","CA","San Francisco","San Mateo",2612,2010-11-01,2213,11,"2010",Nov 2010,0
"72032.2010-11",89317,"72032","Conway","AR","Little Rock","Faulkner",2613,2010-11-01,794,11,"2010",Nov 2010,0
"21136.2010-11",66794,"21136","Reisterstown","MD","Baltimore","Baltimore",2614,2010-11-01,1592,11,"2010",Nov 2010,0
"10305.2010-11",61781,"10305","New York","NY","New York","Richmond",2615,2010-11-01,NA,11,"2010",Nov 2010,0
"77073.2010-11",91722,"77073","Houston","TX","Houston","Harris",2616,2010-11-01,1188,11,"2010",Nov 2010,0
"98121.2010-11",99580,"98121","Seattle","WA","Seattle","King",2617,2010-11-01,1510,11,"2010",Nov 2010,0
"60901.2010-11",84696,"60901","Kankakee","IL","Kankakee","Kankakee",2618,2010-11-01,1268,11,"2010",Nov 2010,0
"75077.2010-11",90673,"75077","Lewisville","TX","Dallas-Fort Worth","Denton",2619,2010-11-01,1602,11,"2010",Nov 2010,0
"93292.2010-11",97216,"93292","Visalia","CA","Visalia","Tulare",2620,2010-11-01,1289,11,"2010",Nov 2010,0
"98116.2010-11",99576,"98116","Seattle","WA","Seattle","King",2621,2010-11-01,1903,11,"2010",Nov 2010,0
"95835.2010-11",98444,"95835","Sacramento","CA","Sacramento","Sacramento",2622,2010-11-01,1491,11,"2010",Nov 2010,0
"93012.2010-11",97091,"93012","Camarillo","CA","Ventura","Ventura",2623,2010-11-01,2288,11,"2010",Nov 2010,0
"32065.2010-11",71765,"32065","Orange Park","FL","Jacksonville","Clay",2624,2010-11-01,1136,11,"2010",Nov 2010,0
"54914.2010-11",81971,"54914","Appleton","WI","Appleton","Outagamie",2625,2010-11-01,NA,11,"2010",Nov 2010,0
"33143.2010-11",72446,"33143","Glenvar Heights","FL","Miami-Fort Lauderdale","Miami-Dade",2626,2010-11-01,1973,11,"2010",Nov 2010,0
"91505.2010-11",96437,"91505","Burbank","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2627,2010-11-01,2383,11,"2010",Nov 2010,0
"49417.2010-11",79734,"49417","Grand Haven","MI","Grand Rapids","Ottawa",2628,2010-11-01,NA,11,"2010",Nov 2010,0
"92612.2010-11",96947,"92612","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",2629,2010-11-01,2367,11,"2010",Nov 2010,0
"29841.2010-11",70734,"29841","North Augusta","SC","Augusta","Aiken",2630,2010-11-01,821,11,"2010",Nov 2010,0
"33619.2010-11",72722,"33619","Palm River-Clair Mel","FL","Tampa","Hillsborough",2631,2010-11-01,911,11,"2010",Nov 2010,0
"94561.2010-11",97767,"94561","Oakley","CA","San Francisco","Contra Costa",2632,2010-11-01,1813,11,"2010",Nov 2010,0
"85048.2010-11",94763,"85048","Phoenix","AZ","Phoenix","Maricopa",2633,2010-11-01,1500,11,"2010",Nov 2010,0
"95765.2010-11",98417,"95765","Rocklin","CA","Sacramento","Placer",2634,2010-11-01,1838,11,"2010",Nov 2010,0
"48640.2010-11",79301,"48640","Midland","MI","Midland","Midland",2635,2010-11-01,1158,11,"2010",Nov 2010,0
"34287.2010-11",73085,"34287","North Port","FL","North Port-Sarasota-Bradenton","Sarasota",2636,2010-11-01,1325,11,"2010",Nov 2010,0
"84062.2010-11",94427,"84062","Pleasant Grove","UT","Provo","Utah",2637,2010-11-01,NA,11,"2010",Nov 2010,0
"56401.2010-11",82846,"56401","Brainerd","MN","Brainerd","Crow Wing",2638,2010-11-01,NA,11,"2010",Nov 2010,0
"37160.2010-11",74209,"37160","Shelbyville","TN","Shelbyville","Bedford",2639,2010-11-01,923,11,"2010",Nov 2010,0
"98604.2010-11",99907,"98604","Battle Ground","WA","Portland","Clark",2640,2010-11-01,1030,11,"2010",Nov 2010,0
"71112.2010-11",88918,"71112","Bossier City","LA","Shreveport","Bossier",2641,2010-11-01,984,11,"2010",Nov 2010,0
"92571.2010-11",96922,"92571","Perris","CA","Riverside","Riverside",2642,2010-11-01,1388,11,"2010",Nov 2010,0
"39180.2010-11",75195,"39180","Vicksburg","MS","Vicksburg","Warren",2643,2010-11-01,932,11,"2010",Nov 2010,0
"97214.2010-11",99128,"97214","Portland","OR","Portland","Multnomah",2644,2010-11-01,1420,11,"2010",Nov 2010,0
"98370.2010-11",99756,"98370","Poulsbo","WA","Bremerton","Kitsap",2645,2010-11-01,1405,11,"2010",Nov 2010,0
"77079.2010-11",91728,"77079","Houston","TX","Houston","Harris",2646,2010-11-01,2472,11,"2010",Nov 2010,0
"19047.2010-11",65725,"19047","Middletown","PA","Philadelphia","Bucks",2647,2010-11-01,1901,11,"2010",Nov 2010,0
"77365.2010-11",91877,"77365","Porter","TX","Houston","Montgomery",2648,2010-11-01,1443,11,"2010",Nov 2010,0
"90032.2010-11",96013,"90032","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2649,2010-11-01,1760,11,"2010",Nov 2010,0
"32301.2010-11",71912,"32301","Tallahassee","FL","Tallahassee","Leon",2650,2010-11-01,932,11,"2010",Nov 2010,0
"89113.2010-11",95809,"89113","Las Vegas","NV","Las Vegas","Clark",2651,2010-11-01,1197,11,"2010",Nov 2010,0
"03301.2010-11",59110,"03301","Concord","NH","Concord","Merrimack",2652,2010-11-01,1192,11,"2010",Nov 2010,0
"27540.2010-11",69397,"27540","Holly Springs","NC","Raleigh","Wake",2653,2010-11-01,1357,11,"2010",Nov 2010,0
"49505.2010-11",79781,"49505","Grand Rapids","MI","Grand Rapids","Kent",2654,2010-11-01,NA,11,"2010",Nov 2010,0
"28409.2010-11",69931,"28409","Wilmington","NC","Wilmington","New Hanover",2655,2010-11-01,1214,11,"2010",Nov 2010,0
"45417.2010-11",77658,"45417","Dayton","OH","Dayton","Montgomery",2656,2010-11-01,586,11,"2010",Nov 2010,0
"71603.2010-11",89133,"71603","Pine Bluff","AR","Pine Bluff","Jefferson",2657,2010-11-01,792,11,"2010",Nov 2010,0
"92867.2010-11",97065,"92867","Orange","CA","Los Angeles-Long Beach-Anaheim","Orange",2658,2010-11-01,2476,11,"2010",Nov 2010,0
"91750.2010-11",96494,"91750","La Verne","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2659,2010-11-01,2095,11,"2010",Nov 2010,0
"02908.2010-11",58983,"02908","Providence","RI","Providence","Providence",2660,2010-11-01,1170,11,"2010",Nov 2010,0
"93036.2010-11",97107,"93036","Oxnard","CA","Ventura","Ventura",2661,2010-11-01,2154,11,"2010",Nov 2010,0
"53208.2010-11",81288,"53208","Milwaukee","WI","Milwaukee","Milwaukee",2662,2010-11-01,NA,11,"2010",Nov 2010,0
"46062.2010-11",77942,"46062","Noblesville","IN","Indianapolis","Hamilton",2663,2010-11-01,1427,11,"2010",Nov 2010,0
"71270.2010-11",88994,"71270","Ruston","LA","Ruston","Lincoln",2664,2010-11-01,1204,11,"2010",Nov 2010,0
"54401.2010-11",81650,"54401","Wausau","WI","Wausau","Marathon",2665,2010-11-01,NA,11,"2010",Nov 2010,0
"21742.2010-11",67012,"21742","Hagerstown","MD","Hagerstown","Washington",2666,2010-11-01,1128,11,"2010",Nov 2010,0
"19013.2010-11",65694,"19013","Chester","PA","Philadelphia","Delaware",2667,2010-11-01,902,11,"2010",Nov 2010,0
"77025.2010-11",91674,"77025","Houston","TX","Houston","Harris",2668,2010-11-01,1980,11,"2010",Nov 2010,0
"94043.2010-11",97530,"94043","Mountain View","CA","San Jose","Santa Clara",2669,2010-11-01,2393,11,"2010",Nov 2010,0
"20010.2010-11",66134,"20010","Washington","DC","Washington","District of Columbia",2670,2010-11-01,2409,11,"2010",Nov 2010,0
"33903.2010-11",72896,"33903","North Fort Myers","FL","Fort Myers","Lee",2671,2010-11-01,955,11,"2010",Nov 2010,0
"42001.2010-11",76178,"42001","Paducah","KY","Paducah","McCracken",2672,2010-11-01,985,11,"2010",Nov 2010,0
"60060.2010-11",84318,"60060","Mundelein","IL","Chicago","Lake",2673,2010-11-01,1599,11,"2010",Nov 2010,0
"60659.2010-11",84655,"60659","Chicago","IL","Chicago","Cook",2674,2010-11-01,1573,11,"2010",Nov 2010,0
"40245.2010-11",75588,"40245","Louisville","KY","Louisville/Jefferson County","Jefferson",2675,2010-11-01,1766,11,"2010",Nov 2010,0
"38104.2010-11",74642,"38104","Memphis","TN","Memphis","Shelby",2676,2010-11-01,1146,11,"2010",Nov 2010,0
"23229.2010-11",67604,"23229","Henrico","VA","Richmond","Henrico",2677,2010-11-01,1293,11,"2010",Nov 2010,0
"76065.2010-11",91223,"76065","Midlothian","TX","Dallas-Fort Worth","Ellis",2678,2010-11-01,1368,11,"2010",Nov 2010,0
"93458.2010-11",97286,"93458","Santa Maria","CA","Santa Maria-Santa Barbara","Santa Barbara",2679,2010-11-01,1457,11,"2010",Nov 2010,0
"62025.2010-11",85270,"62025","Edwardsville","IL","St. Louis","Madison",2680,2010-11-01,1472,11,"2010",Nov 2010,0
"30542.2010-11",71189,"30542","Flowery Branch","GA","Gainesville","Hall",2681,2010-11-01,1199,11,"2010",Nov 2010,0
"32541.2010-11",72053,"32541","Destin","FL","Crestview-Fort Walton Beach-Destin","Okaloosa",2682,2010-11-01,1278,11,"2010",Nov 2010,0
"60543.2010-11",84572,"60543","Oswego","IL","Chicago","Kendall",2683,2010-11-01,1707,11,"2010",Nov 2010,0
"33709.2010-11",72772,"33709","Kenneth City","FL","Tampa","Pinellas",2684,2010-11-01,946,11,"2010",Nov 2010,0
"32211.2010-11",71865,"32211","Jacksonville","FL","Jacksonville","Duval",2685,2010-11-01,905,11,"2010",Nov 2010,0
"75230.2010-11",90782,"75230","Dallas","TX","Dallas-Fort Worth","Dallas",2686,2010-11-01,2814,11,"2010",Nov 2010,0
"94520.2010-11",97728,"94520","Concord","CA","San Francisco","Contra Costa",2687,2010-11-01,1526,11,"2010",Nov 2010,0
"98144.2010-11",99595,"98144","Seattle","WA","Seattle","King",2688,2010-11-01,1669,11,"2010",Nov 2010,0
"91206.2010-11",96325,"91206","Glendale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2689,2010-11-01,2327,11,"2010",Nov 2010,0
"30060.2010-11",70840,"30060","Marietta","GA","Atlanta","Cobb",2690,2010-11-01,992,11,"2010",Nov 2010,0
"33813.2010-11",72836,"33813","Lakeland Highlands","FL","Lakeland","Polk",2691,2010-11-01,1260,11,"2010",Nov 2010,0
"37923.2010-11",74560,"37923","Knoxville","TN","Knoxville","Knox",2692,2010-11-01,1164,11,"2010",Nov 2010,0
"92264.2010-11",96769,"92264","Palm Springs","CA","Riverside","Riverside",2693,2010-11-01,1918,11,"2010",Nov 2010,0
"49341.2010-11",79707,"49341","Rockford","MI","Grand Rapids","Kent",2694,2010-11-01,NA,11,"2010",Nov 2010,0
"32958.2010-11",72327,"32958","Sebastian","FL","Vero Beach","Indian River",2695,2010-11-01,1011,11,"2010",Nov 2010,0
"89521.2010-11",95944,"89521","Reno","NV","Reno","Washoe",2696,2010-11-01,1482,11,"2010",Nov 2010,0
"50322.2010-11",80293,"50322","Urbandale","IA","Des Moines","Polk",2697,2010-11-01,1259,11,"2010",Nov 2010,0
"50701.2010-11",80532,"50701","Waterloo","IA","Waterloo","Black Hawk",2698,2010-11-01,957,11,"2010",Nov 2010,0
"01701.2010-11",58458,"01701","Framingham","MA","Boston","Middlesex",2699,2010-11-01,1824,11,"2010",Nov 2010,0
"46544.2010-11",78173,"46544","Mishawaka","IN","South Bend","Saint Joseph",2700,2010-11-01,871,11,"2010",Nov 2010,0
"97236.2010-11",99147,"97236","Portland","OR","Portland","Multnomah",2701,2010-11-01,1209,11,"2010",Nov 2010,0
"60517.2010-11",84551,"60517","Woodridge","IL","Chicago","Du Page",2702,2010-11-01,1594,11,"2010",Nov 2010,0
"08820.2010-11",61189,"08820","Edison","NJ","New York","Middlesex",2703,2010-11-01,2382,11,"2010",Nov 2010,0
"74074.2010-11",90280,"74074","Stillwater","OK","Stillwater","Payne",2704,2010-11-01,1256,11,"2010",Nov 2010,0
"71901.2010-11",89244,"71901","Hot Springs","AR","Hot Springs","Garland",2705,2010-11-01,NA,11,"2010",Nov 2010,0
"60446.2010-11",84497,"60446","Romeoville","IL","Chicago","Will",2706,2010-11-01,1508,11,"2010",Nov 2010,0
"46168.2010-11",78007,"46168","Plainfield","IN","Indianapolis","Hendricks",2707,2010-11-01,1210,11,"2010",Nov 2010,0
"14304.2010-11",63505,"14304","Niagara Falls","NY","Buffalo","Niagara",2708,2010-11-01,1196,11,"2010",Nov 2010,0
"32571.2010-11",72072,"32571","Pace","FL","Pensacola","Santa Rosa",2709,2010-11-01,1022,11,"2010",Nov 2010,0
"76132.2010-11",91275,"76132","Fort Worth","TX","Dallas-Fort Worth","Tarrant",2710,2010-11-01,1889,11,"2010",Nov 2010,0
"33334.2010-11",72552,"33334","Oakland Park","FL","Miami-Fort Lauderdale","Broward",2711,2010-11-01,1329,11,"2010",Nov 2010,0
"33803.2010-11",72828,"33803","Lakeland","FL","Lakeland","Polk",2712,2010-11-01,952,11,"2010",Nov 2010,0
"90807.2010-11",96241,"90807","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2713,2010-11-01,2132,11,"2010",Nov 2010,0
"98201.2010-11",99625,"98201","Everett","WA","Seattle","Snohomish",2714,2010-11-01,1229,11,"2010",Nov 2010,0
"37876.2010-11",74533,"37876","Sevierville","TN","Sevierville","Sevier",2715,2010-11-01,1045,11,"2010",Nov 2010,0
"33460.2010-11",72619,"33460","Lake Worth","FL","Miami-Fort Lauderdale","Palm Beach",2716,2010-11-01,1194,11,"2010",Nov 2010,0
